Anshan,Anyang,Baoding,Baoji,Baotou,Beihai,Beijing,Benxi,Binzhou,Cangzhou,Changchun,Changde,Changsha,Changzhi,Changzhou,Chengde,Chengdu,Chifeng,Chongqing,Dalian,Dandong,Danzhou,Daqing,Datong,Deyang,Dezhou,Dongfang,Dongguan,Dongying,Eerduosi,Enshi,Foshan,Fushun,Fuxin,Fuyang,Fuzhou,Guangzhou,Guilin,Guiyang,Haerbin,Haikou,Handan,Hangzhou,Hefei,Hengshui,Heyuan,Heze,Hohhot,Huaian,Huanggang,Huangshi,Huizhou,Huludao,Huzhou,Jiangmen,Jiaozuo,Jiaxing,Jiayuguan,Jieyang,Jilin,Jinan,Jinchang,Jingmen,Jingzhou,Jinhua,Jining,Jinzhong,Jinzhou,Jiujiang,Kaifeng,Kunming,Laiwu,Langfang,Lanzhou,Ledongxian,Lhasa,Lianyungang,Liaocheng,Liaoyang,Linfen,Linyi,Lishui,Liuzhou,Luoyang,Luzhou,Maanshan,Maoming,Meizhou,Mianyang,Mudanjiang,Nanchang,Nanchong,Nanjing,Nanning,Nantong,Ningbo,Panjin,Panzhihua,Pingdingshan,Qianjiang,Qingdao,Qingyuan,Qinhuangdao,Qionghai,Qiqihaer,Quanzhou,Qujing,Quzhou,Rizhao,Sanmenxia,Sanya,Shanghai,Shantou,Shanwei,Shaoguan,Shaoxing,Shennongjia,Shenyang,Shenzhen,Shijiazhuang,Shiyan,Shizuishan,Shuozhou,Suizhou,Suqian,Suzhou,Taian,Taiyuan,Taizhou,Tangshan,Tianjing,Tianmen,Tieling,Tongchuan,Weifang,Weihai,Weinan,Wenzhou,Wuhan,Wuhu,Wuxi,Wuzhishan,Xiamen,Xian,Xiangfan,Xiangtan,Xianning,Xiantao,Xianyang,Xiaogan,Xingtai,Xining,Xinzhou,Xuzhou,Yanan,Yancheng,Yangjiang,Yangquan,Yangzhou,Yantai,Yibin,Yichang,Yinchuan,Yingkou,Yueyang,Yuncheng,Yunfu,Yuxi,Zaozhuang,Zhangjiajie,Zhangjiakou,Zhanjiang,Zhaoqing,Zhengzhou,Zhenjiang,Zhongshan,Zhoushan,Zhuhai,Zhuzhou,Zibo,Zigong,Zunyi
137.0184615,61.71714286,51.35537061,101.984,21.61,35.98,60.192,57.292,47.6930754,69.06,55.5,38.75,52.96,52.96,59.2,77.7725,100.04,107.79,60.06733333,152.52,88.42,92.3,65.18,74.87,253.53,82.61,424.49,78.354,66.15,100.04,42.81,123.4233333,82.61,74.87,70.99,72.93,71.59307692,NaN,46.8275,88.72833333,74.86666667,38.49,47.295,86.975,62.066,42.58,81.79833333,61.65111111,66.12,73.06,65.59166667,58.33833333,49.05333333,61.107,44.99,85.738,73.434,76.29666667,130.46,60.075,114.9871429,77.81333333,108.76,60.26,91.6675,48.38428571,38.354,92.266,81.09,95.23,75.03333333,48.576,47.57363636,49.495,50.12,43.55,41.852,40.84714286,66.62,41.85333333,51.99555556,49.06538462,38.69833333,41.0975,52.682,150.1566667,135.11,124.1075,164.454,128.91,78.161,140.6842857,142.313,118.4571429,60.512,108.8815789,135.462,167.9183333,164.044,150.94,151.601,176.2633333,147.5814286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.22090909,114.8133333,82.61333333,105.2642857,94.235,96.17,95.61857143,99.512,90.81590909,65.962,55.51666667,88.425,55.5,67.70333333,107.3516667,157.838,146.9833333,143.7275,158.225,188.5866667,134.91,150.44,111.9566667,200.058,185.5314286,162.02,149.3270588,149.3854545,116.51,71.27142857,61.97666667,70.8175,49.69214286,107.79,93.86428571,142.5533333,137.81,147.03,114.25,131.3542857,153.96,111.67,70.435,78.94666667,110.0733333,115.54,111.47,85.52,92.0875,84.895,94.78714286,112.1525,76.07333333,89.39,45.45,62.8,57.11333333,64.9875,95.37,77.316,54.36,74.87,68.62875,101.98,68.79333333,56.726,57.37,49.82,49.12142857,81.02666667,120.2833333
103.947037,112.57,62.16523067,94.236,20.18,51.83166667,59.37,131.59,43.98206349,54.63625,88.42,46.87,57.44,63.25,60.414,72.86,94.23,100.04,60.31142857,140.72,138.78,119.41,119.41,121.35,50.12,52.73714286,76.8,136.102,84.925,138.78,70.99,170.68,148.46,65.18,105.86,72.93,51.28714286,NaN,64.952,111.5863636,83.585,57.92375,46.62904762,81.81111111,65.535,52.898,75.06666667,69.28111111,73.0275,71.16,68.77833333,63.37833333,105.8525,81.91111111,53.905,67.6025,108.7583333,107.79,80.21,57.675,98.252,74.67,145.43,56.81,125.3330769,66.415,68.41333333,100.5275,81.24,100.248,63.72333333,52.74,54.71272727,54.93166667,54.99,53.02142857,37.635,43.86285714,134.3533333,42.38166667,70.34777778,47.53615385,35.65,38.0425,55.12,141.955,117.428,103.92,157.19,100.97,63.201,161.7657143,135.309,113.76,103.9166667,80.49055556,107.66,131.6116667,151.81,154.73,119.869,94.64,93.89375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99.52454545,52.94333333,103.73,90.48181818,122.382,144.59,76.86882353,98.194,101.9135294,84.89,59.43,125.705,58.62,75.79,70.218,73.945,99.602,114.618125,171.4033333,82.925,49.445,44.42333333,58.635,69.06,105.86,79.3925,94.235,205.5127273,152.2466667,93.99375,103.9166667,91.4375,52.02357143,48.09,88.184,120.66,118.38,114.378,109.245,122.3028571,132.97,86.49,59.2,92.3,95.56,222.15,119.6533333,60.72,90.54636364,92.9,110.3733333,103.6516667,84.875,95.394,94.235,109.73,96.6525,91.71444444,147.1966667,100.4128571,59.65142857,74.26,206.6114286,141.735,126.2725,58.15,64.49,54.81166667,62.83636364,117.2866667,121.0333333
138.4484615,233.5771429,66.31233297,112.1475,33.97,45.175,150.1275,96.468,52.48305102,57.402,86.49,34.92,52.15,54.99,42.477,77.61,107.79,100.04,80.335,70.99,148.46,125.22,127.16,127.16,247.37,124.1066667,67.12,206.002,85.27166667,76.8,42.81,246.4033333,150.5,70.99,113.6,82.61,52.52846154,NaN,85.63222222,112.6892308,78.742,65.57125,49.20142857,75.217,66.42,51.754,93.27666667,60.86666667,64.975,71.12333333,84.686,78.09666667,105.47,79.7075,54.3075,86.228,78.06533333,86.66,55.34,81.88571429,109.2583333,74.68666667,103.915,77.67666667,114.6375,96.17,93.255,73.936,72.05375,114.814,74.39666667,49.696,55.80636364,55.80333333,70.99,53.35,33.062,51.185,156.34,37.43833333,68.155,51.73615385,23.23571429,34.21875,43.728,190.3333333,177.838,175.475,187.634,125.332,113.932,201.2928571,163.203,140.04,111.6666667,149.3315789,181.58,140.665,164.214,180.775,161.7809091,131.7225,120.6225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,106.84,70.0125,83.0975,104.0945455,134.86625,146.53,101.8670588,104.695,125.6021053,97.3,191.41,175.73,161.6,97.07,92.26,92.39,155.4711111,133.004375,183.1266667,211.038,30.785,27.6825,53.30333333,51.425,50.93,55.2475,132.582,159.58,209.026,199.44125,166.86,110.805,48.495,153.53,106.65,137.99,133.18,151.342,154.8633333,150.9475,162.9433333,99.04333333,134.91,63.775,106.825,284.81,118.8633333,93.75,92.20333333,109.488,115.928,131.3525,111.665,134.806,207.295,151.745,139.1,130.6388889,222.4833333,160.67,98.02857143,175.73,161.3671429,220.148,188.1633333,150.175,124.834,116.6875,85.38833333,103.8466667,120.32
189.0826316,91.25714286,61.53159253,125.705,36.72,46.12833333,46.06,75.276,49.64415646,65.7775,80.68,78.74,148.46,134.91,105.102,75.998,140.72,92.3,39.67,23.99,150.4,127.16,113.6,131.03,35.91,70.7,69.06,180.166,84.576,33.97,52.56,153.3666667,107.79,69.06,109.73,84.55,47.25928571,NaN,72.28666667,115.7161538,77.76,69.10875,43.86857143,85.06,65.405,45.942,220.9866667,75.01666667,51.395,43.14333333,64.62166667,77.77333333,89.39333333,99.83,51.6225,104.726,87.44933333,76.91666667,75.51,94.23,78.43857143,48.34333333,55.575,85.92333333,113.3584615,66.7925,70.778,110.658,74.694,107.6225,79.71166667,50.72,53.302,59.058,54.18,50.1,35.644,36.98571429,101.3333333,34.9,68.26555556,51.0175,22.31428571,30.77625,53.898,231.0416667,229.644,230.25,159.082,129.1,112.992,213.5242857,248.221,155.1285714,57.03166667,225.7017647,252.68,181.6683333,168.97,212.56,190.46,128.2325,158.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.2525,55.93833333,73.1925,55.99888889,95.05642857,129.1,48.20058824,82.311,113.1131579,71.6,131.895,123.286,126.19,101.872,87.58833333,277.032,165.3833333,154.84625,217.605,103.7459259,51.075,40.465,66.44333333,71.97,63.25,64.4225,107.1466667,181.58,146.0466667,71.07,77.77,97.46333333,76.97333333,119.41,84.20833333,135.794,122.315,144.914,111.1825,131.0575,142.4066667,98.11,64.2575,74.5975,115.5366667,131.03,235.26,56.47,75.47833333,77.58666667,113.0016667,120.5875,121.35,109.2475,141.5,106.825,101.98,98.594,157.5866667,133.9671429,92.62,155.1333333,121.5528571,136.248,141.12,144.62,155.5,105.8525,82.78833333,91.484,127.53
91.119,112.22,48.04486959,68.282,39.97,62.114,38.02833333,342.11,53.02613605,62.41125,117.48,88.42,144.59,140.72,136.1477778,60.568,74.87,78.74,33.66428571,50.93,69.06,76.8,57.44,72.93,78.74,69.23428571,61.31,118.25,75.38,86.49,5.52,56.51333333,80.68,69.06,92.3,82.61,39.09071429,NaN,83.54,73.70583333,61.45333333,58.39,33.5345,68.424,50.03166667,51.214,31.95833333,53.45111111,70.995,75.13333333,63.56666667,128.48,75.87,44.174,41.2325,44.705,33.25266667,78.74333333,47.41666667,61.36428571,54.29857143,57.80142857,73.9,46.6,76.27153846,29.0175,32.104,36.69833333,45.06,67.3125,51.34,42.324,40.64,50.83666667,NaN,46.18571429,32.302,33.64285714,85.19666667,39.4,56.58222222,40.41769231,21.49571429,22.9875,50.3975,133.4683333,121.94,113.6,90.096,99.092,69.643,144.8071429,139.969,133.4614286,70.1,131.348125,128.116,135.1883333,116.69,157.275,120.7044444,80.9075,75.13625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.85727273,74.67545455,42.6075,60.628,49.79666667,59.37,66.09176471,57.033,89.42777778,36.03857143,35.54,42.08,46.87,68.805,75.224,75.544,102.8433333,87.9225,110.186,110.8346429,79.705,76.32,70.025,80.24555556,554.36,80.895,118.1852941,159.0163636,85.616,36.19,47.55,62.6725,49.8,76.8,83.315,93.58666667,84.55,111.6633333,101.3333333,121.35,109.73,551.34,59.80625,60.03666667,64.155,33.02,125.5566667,72.24,66.7525,64.462,56.965,68.265,52.37,228.506,47.075,45.65333333,36.34,56.42333333,80.678,67.956,69.332,104.4875,67.43222222,98.11,74.87,52.91666667,46.87,52.05285714,44.8975,51.07,69.29
90.6896875,126.3285714,54.03044465,89.972,29.22,54.854,39.27,55.09,45.81140816,42.07142857,63.25,55.5,100.04,98.11,56.96777778,59.02,78.74,80.68,46.90923077,59.37,NaN,80.68,63.25,65.18,23.04,57.63285714,48.9,266.202,94.48666667,140.72,13.53,70.316,84.55,100.04,107.79,101.98,48.75307692,NaN,70.159,81.68692308,62.82333333,44.28625,37.58473684,81.76,63.51,62.42,56.35,66.636,155.88,143.9266667,146.3733333,58.88,75.10666667,78.434,51.76,111.106,66.11133333,66.07,48.12333333,72.01142857,62.25428571,50.06714286,77.77,72.7475,84.18307692,22.374,25.1,76.902,46.1075,92.69333333,83.4325,58.67,81.38090909,99.72333333,NaN,68.76166667,64.5,49.00714286,109.08,37.03333333,78.74,40.99230769,30.71166667,38.11,45.668,215.836,216.496,193.1925,194.1425,131.5525,99.627,228.075,188.825,142.2725,104.7166667,189.8115789,192.27,153.2516667,139.472,137.81,208.564,63.535,94.236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.85583333,81.42833333,82.13,76.62727273,73.861875,82.61,77.56,69.611,92.4695,58.51142857,55.5,53.52666667,46.06,67.12,88.812,140.888,166.4733333,114.25,194.9,123.5275,105.86,114.28,107.79,108.642,82.80714286,96.17,134.1435294,185.556,98.756,53.37571429,92.3,80.025,58.685,69.06,72.816,165.3483333,182.79,181.11,177.7475,189.1542857,214.075,85.52,68.95714286,72.9275,73.59333333,69.06,137.5933333,62.69333333,87.36666667,78.4125,74.868,65.686,68.15333333,73.415,41.715,35.40666667,44.3,52.854,69.06,55.00666667,43.6375,62.4,51.05166667,46.06,50.922,43.5575,38.7725,32.252,36.94642857,68.56666667,120.326
80.5546875,120.7957143,54.25939881,147.652,37.94,52.10333333,74.53428571,344.508,41.36971088,54.20142857,80.68,82.61,107.79,111.67,82.382,69.8175,98.11,107.79,98.11,96.17,125.22,100.04,90.36,82.61,44.84,67.17714286,214.07,112.44,70.255,125.22,13.05,95.408,105.86,100.04,100.04,98.11,50.58785714,NaN,64.099,90.3,85.51166667,52.52625,36.40181818,71.46555556,52.465,44.04,51.27,52.22333333,160.3325,152.87,148.7916667,87.558,55.31666667,64.63,29.24,41.75,49.54571429,51.85333333,83.90333333,84.19285714,51.06142857,55.27571429,56.215,51.1825,93.36692308,25.55,26.936,85.326,43.61,130.05,69.85,41.808,39.03181818,43.02666667,NaN,39.21857143,34.382,36.3125,102.6266667,37.548,44.37666667,42.42166667,23.51666667,27.93285714,77.28,200.06,221.356,176.01,236.95,170.416,83.759,264.386,192.942,105.53625,139.28,292.12,282.9,163.7533333,142.24,140.305,232.69,62.84333333,103.5628571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.322,97.82333333,96.81333333,95.24,80.1925,92.3,100.2605882,86.206,89.33727273,55.51166667,65.18,75.59333333,50.12,78.74,101.43,132.785,188.1722222,138.41875,203.475,160.3261538,144.59,195.9075,139.7666667,116.125,103.7242857,156.0675,189.6375,235.26,168.4833333,54.02142857,60.01666667,79.4775,76.58642857,55.5,82.925,208.846,173.205,190.536,183.1266667,211.3225,226.5533333,75.46,59.57,105.86,100.04,69.06,160.425,70.39,81.75333333,55.004,66.63,66.518,55.974,65.29666667,55.5,44.84,45.65333333,52.238,67.124,51.96857143,57.25333333,60.795,52.28777778,58.538,52.178,36.126,44.18333333,34.58857143,44.46,98.57,113.365
101.6411111,84.93714286,65.75164484,153.32,31.12,55.10333333,72.084,102.758,53.47367063,31.42625,61.31,100.04,115.54,94.23,91.958,71.035,90.36,111.67,76.63571429,113.6,90.36,76.8,63.25,63.25,38.75,57.485,69.06,168.24,112.635,154.54,19.23,82.72,98.11,105.86,80.68,103.92,60.76785714,NaN,81.381,58.39923077,125.315,76.805,53.65071429,87.97,43.735,51.906,52.11666667,43.25857143,107.31,91.91,100.128,75.36833333,113.9266667,63.61,63.955,101.98,67.31928571,101.9833333,102.6266667,64.6,56.16714286,71.34,81.645,69.9975,66.986,48.09,63.25,59.47,60.15285714,109.73,84.742,69.966,58.812,54.61666667,NaN,41.95285714,47.475,62.63,137.7966667,43.41,58.96125,46.10307692,16.93333333,71.73857143,63.865,123.2875,163.05,144.42,158.1366667,79.374,64.415,149.365,132.075,119.41,135.8916667,153.4116667,94.234,121.35,141.82,111.665,168.18,51.66,96.545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,108.8983333,106.0666667,78.7375,82.43727273,102.974375,146.53,94.69058824,94.029,93.96,82.13,80.675,127.16,79.71,97.85333333,158.504,129.52,169.17,154.905,127.8033333,280.77,168.11,204.26,217.1,140.835,134.91,153.7875,204.02,214.575,120.76,111.3433333,93.85666667,78.865,58.41571429,100.04,97.785,150.124,143.195,153.916,143.475,150.59,169.05,102.95,65.6,80.03,122.6433333,76.8,120.2466667,81.0425,90.33916667,60.09833333,62.515,72.045,73.895,96.17,71.96,64.94,59.51666667,60.835,67.12,56.778,39.17333333,50.95,76.99714286,82.615,80.426,69.055,88.42,70.995,50.35166667,70.99,167.194
179.6221429,197.93,95.81565152,202.164,44.03,64.09666667,74.81428571,99.27,66.9495,45.08875,40.78,61.31,50.12,59.37,44.99375,63.667,72.93,88.42,67.318,136.84,90.36,170.68,107.79,61.31,948.5,159.2957143,688.76,163.822,82.84333333,194.9,11.28,101.555,72.93,55.5,69.06,72.93,58.62214286,NaN,77.45,152.2283333,85.712,74.86625,58.522,84.681,52.6025,50.99666667,73.38666667,33.99,139.63,143.31,129.8266667,117.61,82.17333333,81.32333333,82.315,113.605,109.576,170.6333333,159.0133333,67.35428571,75.11142857,113.6,109.73,57.132,70.40357143,44.02666667,37.33,41.43,118.262,64,69.432,48.12,43.81,48.17,54.99,48.45,35.278,49.72428571,58.80666667,35.075,53.49111111,34.98615385,19.64428571,54.12,38.186,130.3425,176.23,153.98,125.87,125.22,110.0377778,114.7628571,117.9066667,151.7833333,122.024,198.0966667,93.792,166.96,172.7,161.045,170.896,74.71,79.46375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.14333333,83.49545455,98.5925,103.8427273,103.11875,115.54,103.9035294,225.8566667,104.6481818,90.86833333,77.775,84.58,58.405,125.6333333,93.04428571,136.172,127.0277778,134.7886667,88.936,124.4614815,132.005,110.3766667,102.04,82.788,115.2628571,152.315,155.0605882,104.0945455,111.6666667,113.9266667,75.92333333,129.3025,53.18642857,252.52,97.455,128.86,134.91,153.898,130.065,145.5371429,170.01,129.1,66.815,83.8025,86.48666667,312.05,243.8633333,93.408,97.97,71.744,83.18666667,66.28,125.22,123.29,55.715,67.69,57.5825,63.56,64.306,50.22333333,41.29166667,45.4775,56.67875,74.865,84.724,55.11285714,61.31,42.4275,49.66111111,106.205,118.614
145.5582857,69.10428571,81.84001849,135.754,26.84333333,111.666,321.2471429,161.255,95.63209184,56.285,72.93,63.25,76.8,84.55,73.6575,63.72857143,82.61,76.8,199.9728571,61.31,165.64,138.78,136.84,80.68,625.34,427.52,495.47,144.375,87.998,80.68,2.64,88.015,100.04,82.61,70.99,78.74,248.455,NaN,58.87,111.4745455,127.92,63.72,45.73083333,89.088,80.68,101.3366667,70.18333333,52.26666667,135.685,117.6433333,287.8316667,273.946,111.9883333,106.1957143,63.59333333,216.472,89.555,204.3466667,307.35,168.9266667,122.55,233.625,24.465,74.758,75.52333333,74.705,74.87,56.08,99.504,87.19666667,68.30833333,50.934,52.39545455,58.385,NaN,59.55857143,47.358,44.31571429,157.0133333,31.65,64.41111111,50.93230769,13.96666667,42.782,60.055,119.165,151.76,147.62,110.504,111.67,111.4511111,136.605,122.64,128.13,103.042,157.3121053,215.08,126.925,109.056,147.715,150.8045455,108.48,113.33375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.24,60.25909091,78.2575,60.86181818,83.02928571,90.36,67.38117647,196.61125,91.50578947,63.07428571,63.06,89.3925,63.25,84.765,103.92,95.81,123.29,76.886,78.74,84.55,55.915,47.62,48.63,55.73,69.06,52.5675,72.44,95.88636364,102.676,64.88,75.835,93.58666667,60.61071429,1073.84,75.654,112.635,90.36,121.822,90.36,111.18,123.9333333,128.73,67.12,77.285,140.4,40.78,160.91,120.298,104.0527273,63.22666667,65.856,101.36,72.27714286,82.13,37.94,61.31,62.89,49.65,86.49,59.09125,46.67666667,48.2,52.19428571,55.5,70.34666667,56.25,58.65333333,42.53,41.35916667,84.6,90.32333333
182.1277778,45.55,60.39540209,119.8,32.92666667,152.05,83.26,100.432,56.02110884,80.4425,55.5,63.25,67.12,113.6,57.165,42.403,54.18,61.31,62.84153846,42.81,88.42,67.12,61.31,67.12,132.97,58.09285714,291.87,122.8,102.8133333,76.8,3.6,104.8875,129.1,111.67,92.3,107.79,125.527,NaN,52.973,101.5076923,59.54,91.03,50.3535,91.688,50.576,61.17666667,35.43,55.732,54.325,59.66333333,79.86833333,92.00285714,89.07,53.18714286,52.09375,256.55,67.82272727,208.02,177.41,72.36428571,79.64428571,77.03428571,50.6,93.32333333,74.272,43.26,36.78,46.29,61.01,65.362,64.915,43.298,47.83818182,52.17166667,NaN,56.98428571,45.834,41.9,138.2,34.76166667,51.9,46.16769231,13.55166667,39.29625,51.78,160.764,165.826,163.1325,116.316,123.6475,123.1522222,149.7414286,128.93375,132.85125,76.57166667,183.5257895,194,118.7533333,116.316,101.98,155.369,82.39666667,100.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.23416667,70.625,39.25,36.676,41.74357143,42,54.85,146.104,79.91608696,71.60166667,35.95,29.408,27.555,72.44,70.695,64.694,84.55,80.14714286,63.98866667,56.84925926,53.5,53.155,38.67666667,54.352,60.03142857,57.215,74.80352941,86.73727273,62.69666667,30.51285714,61.93,112.1725,62.05642857,177.75,57,116.65,102.95,136.76,113.6,114.245,118.1233333,85.52,98.11,79.17,90.52,34.92,148.1366667,63.11333333,78.94333333,52.13666667,52.915,50.58,46.20285714,53.344,26.125,26.605,24.62333333,33.495,61.942,70.46,32.05333333,33.29,33.005,36.425,47.252,50.27,35.6775,24.465,28.44,65.7,90.69333333
63.97090909,101.4285714,49.6454494,99.658,41.59333333,53.09666667,61.402,100.82,43.67603175,48.09,46.87,63.25,61.31,98.11,52.712,54.1,63.25,72.93,43.50133333,61.31,90.36,50.93,52.15,42.81,NaN,53.27833333,157.56,171.628,70.994,158.57,9.36,44.26333333,127.16,103.92,148.46,129.1,76.572,NaN,55.5675,63.88833333,69.62833333,74.955,43.79428571,72.398,34.3,45.074,56.54285714,53.8,105.3725,104.5633333,123.1066667,81.035,90.485,85.76777778,82.274,104.6725,56.81066667,186.83,128.45,84.68833333,83.85714286,87.26857143,37.94,80.35666667,79.27769231,69.06,64.53666667,55.3075,73.77142857,119.28,59.62,39.12,51.62,48.605,NaN,38.06285714,30.956,51.34285714,155.02,28.14,60.82375,46.44230769,16.78714286,66.305,40.668,67.15166667,88.038,81.16,140.048,79.22,49.58555556,83.776,78.95666667,75.38875,61.19166667,69.60944444,63.89,107.1466667,99.0775,130.2,65.54,75.16666667,46.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.89363636,76.25454545,98.1075,58.34545455,63.14538462,80.68,79.635,82.69444444,71.48666667,54.155,28.10666667,37.395,16.38,62.9775,59.40166667,54.162,87.07888889,49.55,67.45266667,45.90869565,30.17,36.3475,39.36666667,36.331,39.47857143,45.11,54.580625,59.59,55.46,20.86285714,136.84,81.35333333,59.99461538,391.27,102.1716667,76.16,88.42,98.106,83.0975,85.38,113.6,76.8,58.78125,65.8025,96.81666667,44.03,78.73666667,217.58,72.49916667,55.93833333,50.91,79.15,61.11,69.58,38.75,38.435,35.7875,36.75,94.88,118.496,37.418,54.4075,47.222,50.12,89.578,44.1825,34.36,52.35428571,41.66875,81.6175,95.47666667
94.3975,179.8057143,67.08475908,89.588,61.52,50.64333333,34.16,90.845,46.62561508,61.17375,54.99,40.78,44.84,92.3,63.288,63.085,59.37,80.68,54.626,80.68,65.18,55.5,61.31,55.5,NaN,49.625,161.6,296.112,57.665,107.79,33.02,68.35833333,67.12,90.36,55.5,80.68,65.84166667,NaN,58.38333333,69.34615385,68.41,62.52375,55.778,76.391,33.08,71.97333333,79.126,58.05333333,102.465,96.17333333,92.662,67.3975,102.2616667,77.28,86.1,85.8275,79.908,94.545,129.7433333,58.74125,97.12714286,76.90714286,84.555,57.78666667,78.45785714,60.66333333,59.37,53.98,66.68285714,75.242,59.2,43.796,42.65454545,37.83,NaN,39.86166667,36.4325,50.42333333,146.19,27.48,84.29666667,34.625,20.66,52.77875,50.5675,104.2966667,101.0125,103.2733333,175.926,105.662,59.62,157.9683333,95.02,88.325,71.72833333,96.68421053,96.062,161.4616667,135.4875,225.675,103.6922222,82.915,54.15875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.34666667,62.38916667,92.2975,80.46111111,90.74733333,92.3,78.66647059,95.89555556,76.11583333,66.79666667,58.08,71.63666667,57.44,67.1375,85.51,52.84,83.98,45.1425,79.11846154,65.185,33.97,42.95,31.56,38.703,24.40142857,23.135,80.67666667,49.86363636,105.2066667,104.694,125.0566667,58.775,70.40230769,155.55,133.794,104.0133333,212.34,135.004,101.015,98.66142857,145.2666667,82.52,75.27625,73.5675,121.9933333,70.99,145.0633333,87.9375,71.814,42.87,40.16666667,63.04666667,46.09666667,59.634,60.345,65.18666667,66.88666667,58.47,70.35,62.07,38.58571429,51.66666667,71.64,75.835,66.47333333,54.13333333,52.4225,57.42,54.38857143,70.092,72.698
100.4995455,139.2628571,66.54414289,64.346,39.21333333,44.54,123.8916667,110.5,66.19890476,44.95714286,59.37,131.03,119.41,155.55,119.649,54.34666667,55.5,74.87,49.738,119.41,74.87,55.5,50.12,55.5,131.03,56.68666667,140.72,109.728,68.085,146.53,28.27,74.1,74.87,69.06,67.12,88.42,72.106,NaN,67.91875,75.96384615,63.7325,73.89666667,58.77444444,78.031,49.8975,48.86666667,76.92285714,51.81777778,99.075,79.32333333,90.35333333,78.17571429,76.8,92.62,57.18833333,90.324,78.76866667,89.71333333,118.12,43.48375,72,83.24857143,87.455,83.406,74.82933333,69.314,51.765,105.21,67.84625,72.754,57.85,62.472,52.13636364,53.64833333,NaN,52.20285714,46.706,77.63428571,90.35666667,54.72,48.76555556,59.27692308,45.10666667,67.36375,103.535,116.9766667,129.0725,122.315,126.036,122.39,68.73666667,176.2242857,103.8266667,80.9025,60.592,120.1836842,166.762,106.175,105.412,119.415,111.6454545,44.84,90.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.17363636,72.67818182,64.0175,80.50272727,77.59714286,92.3,77.44647059,89.444,77.55772727,80.67857143,60.65,97.484,64.215,93.75,63.204,88.425,83.94222222,80.235,81.41,90.29148148,40.78,43.0425,37.53333333,71.782,40.60571429,54.67,179.76,185.315,110.146,92.055,93.76333333,98.87,54.25785714,142.65,83.11166667,83.99166667,73.145,83.23,72.445,84.13428571,103.4433333,82.61,70.48875,72.93,101.0833333,111.67,115.5366667,76.805,81.00583333,63.44666667,46.3775,50.718,47.91,60.928,70.995,71.64,68.2425,58.60875,65.38,67.895,48.91285714,221.6,65.29222222,85.326,59.375,61.72333333,58.305,51.61,59.27214286,80.502,94.598
107.798125,139.8414286,72.93432062,61.57,42.67666667,49.795,61.72,57.912,68.32271429,55.17428571,54.99,291.87,76.8,92.3,78.546,62.322,74.87,80.68,63.45416667,69.06,101.98,78.74,67.12,70.99,207.01,69.06,129.1,265.194,71.805,166.65,9.36,75.634,72.93,54.18,67.12,74.87,145.1578571,NaN,69.7,84.47615385,71.574,70.2975,69.72809524,70.991,57.38,40.648,74.58285714,67.06888889,127.16,118.12,128.0716667,88.96285714,95.13,71.265,69.3,119.965,84.256,80.03,126.5766667,60.95285714,60.9,62.14857143,70.025,75.746,90.26,70.28857143,54.63,110.2125,72.15375,105.7925,87.77833333,78.742,77.19,91.00833333,0,60.30833333,55.82,82.25,100.0433333,75.04166667,65.46555556,60.68923077,46.06166667,65.43714286,74.606,127.2983333,128.056,132.0025,117.476,107.13,97.14222222,131.3083333,128.0333333,104.40125,90.74,99.63352941,104.71,174.0983333,191.248,251.455,137.8527273,70.71666667,76.17875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,97.00727273,72.025,77.45,88.42363636,81.71066667,96.17,85.388125,107.214,85.66458333,79.29285714,91.88666667,106.055,101.98,79.59,83.68,97.4,273.71,111.0233333,100.69,125.5,51.045,91.65333333,78.74,110.193,77.96166667,58.87,125.39,279.76,129.155,111.6666667,120.38,94.7225,59.30230769,181.78,86.102,118.554,130.065,125.856,101.495,113.0357143,137.4866667,90.36,95.68625,91.3325,90.75,146.53,148.17,95.2,86.46166667,91.65333333,99.27,99.5625,76.804,120.93,71.96,75.3525,71.21,63.908,101.0125,89.56625,56.44428571,260.66,85.86,114.57,100.432,76.48,64.7,66.76857143,71.13214286,96.946,110.172
